series_id	year	period	value	footnote_codes
CES6500000006    	1993	M01	       10776	          
CES6500000006    	1993	M02	       10799	          
CES6500000006    	1993	M03	       10817	          
CES6500000006    	1993	M04	       10863	          
CES6500000006    	1993	M05	       10910	          
CES6500000006    	1993	M06	       10950	          
CES6500000006    	1993	M07	       10988	          
CES6500000006    	1993	M08	       11033	          
CES6500000006    	1993	M09	       11046	          
CES6500000006    	1993	M10	       11072	          
CES6500000006    	1993	M11	       11110	          
CES6500000006    	1993	M12	       11147	          
CES6500000006    	1994	M01	       11183	          
CES6500000006    	1994	M02	       11198	          
CES6500000006    	1994	M03	       11245	          
CES6500000006    	1994	M04	       11291	          
CES6500000006    	1994	M05	       11335	          
CES6500000006    	1994	M06	       11381	          
CES6500000006    	1994	M07	       11436	          
CES6500000006    	1994	M08	       11469	          
CES6500000006    	1994	M09	       11499	          
CES6500000006    	1994	M10	       11532	          
CES6500000006    	1994	M11	       11572	          
CES6500000006    	1994	M12	       11621	          
CES6500000006    	1995	M01	       11652	          
CES6500000006    	1995	M02	       11697	          
CES6500000006    	1995	M03	       11738	          
CES6500000006    	1995	M04	       11765	          
CES6500000006    	1995	M05	       11783	          
CES6500000006    	1995	M06	       11813	          
CES6500000006    	1995	M07	       11821	          
CES6500000006    	1995	M08	       11867	          
CES6500000006    	1995	M09	       11906	          
CES6500000006    	1995	M10	       11933	          
CES6500000006    	1995	M11	       11964	          
CES6500000006    	1995	M12	       11998	          
CES6500000006    	1996	M01	       11999	          
CES6500000006    	1996	M02	       12057	          
CES6500000006    	1996	M03	       12095	          
CES6500000006    	1996	M04	       12122	          
CES6500000006    	1996	M05	       12160	          
CES6500000006    	1996	M06	       12181	          
CES6500000006    	1996	M07	       12220	          
CES6500000006    	1996	M08	       12241	          
CES6500000006    	1996	M09	       12266	          
CES6500000006    	1996	M10	       12313	          
CES6500000006    	1996	M11	       12344	          
CES6500000006    	1996	M12	       12359	          
CES6500000006    	1997	M01	       12397	          
CES6500000006    	1997	M02	       12422	          
CES6500000006    	1997	M03	       12448	          
CES6500000006    	1997	M04	       12497	          
CES6500000006    	1997	M05	       12537	          
CES6500000006    	1997	M06	       12549	          
CES6500000006    	1997	M07	       12604	          
CES6500000006    	1997	M08	       12616	          
CES6500000006    	1997	M09	       12646	          
CES6500000006    	1997	M10	       12671	          
CES6500000006    	1997	M11	       12697	          
CES6500000006    	1997	M12	       12724	          
CES6500000006    	1998	M01	       12747	          
CES6500000006    	1998	M02	       12770	          
CES6500000006    	1998	M03	       12790	          
CES6500000006    	1998	M04	       12811	          
CES6500000006    	1998	M05	       12841	          
CES6500000006    	1998	M06	       12885	          
CES6500000006    	1998	M07	       12937	          
CES6500000006    	1998	M08	       12930	          
CES6500000006    	1998	M09	       12979	          
CES6500000006    	1998	M10	       13013	          
CES6500000006    	1998	M11	       13037	          
CES6500000006    	1998	M12	       13060	          
CES6500000006    	1999	M01	       13073	          
CES6500000006    	1999	M02	       13124	          
CES6500000006    	1999	M03	       13151	          
CES6500000006    	1999	M04	       13178	          
CES6500000006    	1999	M05	       13183	          
CES6500000006    	1999	M06	       13205	          
CES6500000006    	1999	M07	       13213	          
CES6500000006    	1999	M08	       13235	          
CES6500000006    	1999	M09	       13260	          
CES6500000006    	1999	M10	       13291	          
CES6500000006    	1999	M11	       13320	          
CES6500000006    	1999	M12	       13343	          
CES6500000006    	2000	M01	       13354	          
CES6500000006    	2000	M02	       13371	          
CES6500000006    	2000	M03	       13395	          
CES6500000006    	2000	M04	       13414	          
CES6500000006    	2000	M05	       13434	          
CES6500000006    	2000	M06	       13458	          
CES6500000006    	2000	M07	       13476	          
CES6500000006    	2000	M08	       13519	          
CES6500000006    	2000	M09	       13575	          
CES6500000006    	2000	M10	       13584	          
CES6500000006    	2000	M11	       13629	          
CES6500000006    	2000	M12	       13678	          
CES6500000006    	2001	M01	       13725	          
CES6500000006    	2001	M02	       13775	          
CES6500000006    	2001	M03	       13834	          
CES6500000006    	2001	M04	       13877	          
CES6500000006    	2001	M05	       13935	          
CES6500000006    	2001	M06	       13970	          
CES6500000006    	2001	M07	       14025	          
CES6500000006    	2001	M08	       14086	          
CES6500000006    	2001	M09	       14130	          
CES6500000006    	2001	M10	       14164	          
CES6500000006    	2001	M11	       14203	          
CES6500000006    	2001	M12	       14251	          
CES6500000006    	2002	M01	       14303	          
CES6500000006    	2002	M02	       14353	          
CES6500000006    	2002	M03	       14383	          
CES6500000006    	2002	M04	       14408	          
CES6500000006    	2002	M05	       14423	          
CES6500000006    	2002	M06	       14503	          
CES6500000006    	2002	M07	       14530	          
CES6500000006    	2002	M08	       14547	          
CES6500000006    	2002	M09	       14581	          
CES6500000006    	2002	M10	       14603	          
CES6500000006    	2002	M11	       14631	          
CES6500000006    	2002	M12	       14643	          
CES6500000006    	2003	M01	       14660	          
CES6500000006    	2003	M02	       14690	          
CES6500000006    	2003	M03	       14662	          
CES6500000006    	2003	M04	       14719	          
CES6500000006    	2003	M05	       14741	          
CES6500000006    	2003	M06	       14750	          
CES6500000006    	2003	M07	       14755	          
CES6500000006    	2003	M08	       14759	          
CES6500000006    	2003	M09	       14778	          
CES6500000006    	2003	M10	       14824	          
CES6500000006    	2003	M11	       14845	          
CES6500000006    	2003	M12	       14865	          
CES6500000006    	2004	M01	       14868	          
CES6500000006    	2004	M02	       14888	          
CES6500000006    	2004	M03	       14910	          
CES6500000006    	2004	M04	       14948	          
CES6500000006    	2004	M05	       14969	          
CES6500000006    	2004	M06	       14990	          
CES6500000006    	2004	M07	       15018	          
CES6500000006    	2004	M08	       15053	          
CES6500000006    	2004	M09	       15054	          
CES6500000006    	2004	M10	       15128	          
CES6500000006    	2004	M11	       15151	          
CES6500000006    	2004	M12	       15204	          
CES6500000006    	2005	M01	       15233	          
CES6500000006    	2005	M02	       15240	          
CES6500000006    	2005	M03	       15268	          
CES6500000006    	2005	M04	       15303	          
CES6500000006    	2005	M05	       15351	          
CES6500000006    	2005	M06	       15395	          
CES6500000006    	2005	M07	       15436	          
CES6500000006    	2005	M08	       15457	          
CES6500000006    	2005	M09	       15491	          
CES6500000006    	2005	M10	       15509	          
CES6500000006    	2005	M11	       15551	          
CES6500000006    	2005	M12	       15573	          
CES6500000006    	2006	M01	       15624	          
CES6500000006    	2006	M02	       15684	          
CES6500000006    	2006	M03	       15734	          
CES6500000006    	2006	M04	       15758	          
CES6500000006    	2006	M05	       15782	          
CES6500000006    	2006	M06	       15783	          
CES6500000006    	2006	M07	       15813	          
CES6500000006    	2006	M08	       15864	          
CES6500000006    	2006	M09	       15935	          
CES6500000006    	2006	M10	       15960	          
CES6500000006    	2006	M11	       16002	          
CES6500000006    	2006	M12	       16040	          
CES6500000006    	2007	M01	       16070	          
CES6500000006    	2007	M02	       16099	          
CES6500000006    	2007	M03	       16157	          
CES6500000006    	2007	M04	       16210	          
CES6500000006    	2007	M05	       16256	          
CES6500000006    	2007	M06	       16310	          
CES6500000006    	2007	M07	       16350	          
CES6500000006    	2007	M08	       16401	          
CES6500000006    	2007	M09	       16444	          
CES6500000006    	2007	M10	       16476	          
CES6500000006    	2007	M11	       16496	          
CES6500000006    	2007	M12	       16549	          
CES6500000006    	2008	M01	       16605	          
CES6500000006    	2008	M02	       16652	          
CES6500000006    	2008	M03	       16696	          
CES6500000006    	2008	M04	       16743	          
CES6500000006    	2008	M05	       16786	          
CES6500000006    	2008	M06	       16842	          
CES6500000006    	2008	M07	       16892	          
CES6500000006    	2008	M08	       16948	          
CES6500000006    	2008	M09	       16952	          
CES6500000006    	2008	M10	       16961	          
CES6500000006    	2008	M11	       17000	          
CES6500000006    	2008	M12	       17048	          
CES6500000006    	2009	M01	       17109	          
CES6500000006    	2009	M02	       17125	          
CES6500000006    	2009	M03	       17131	          
CES6500000006    	2009	M04	       17134	          
CES6500000006    	2009	M05	       17194	          
CES6500000006    	2009	M06	       17229	          
CES6500000006    	2009	M07	       17250	          
CES6500000006    	2009	M08	       17289	          
CES6500000006    	2009	M09	       17305	          
CES6500000006    	2009	M10	       17331	          
CES6500000006    	2009	M11	       17354	          
CES6500000006    	2009	M12	       17385	          
CES6500000006    	2010	M01	       17400	          
CES6500000006    	2010	M02	       17411	          
CES6500000006    	2010	M03	       17452	          
CES6500000006    	2010	M04	       17461	          
CES6500000006    	2010	M05	       17479	          
CES6500000006    	2010	M06	       17504	          
CES6500000006    	2010	M07	       17532	          
CES6500000006    	2010	M08	       17566	          
CES6500000006    	2010	M09	       17576	          
CES6500000006    	2010	M10	       17625	          
CES6500000006    	2010	M11	       17660	          
CES6500000006    	2010	M12	       17669	          
CES6500000006    	2011	M01	       17680	          
CES6500000006    	2011	M02	       17687	          
CES6500000006    	2011	M03	       17698	          
CES6500000006    	2011	M04	       17741	          
CES6500000006    	2011	M05	       17750	          
CES6500000006    	2011	M06	       17792	          
CES6500000006    	2011	M07	       17835	          
CES6500000006    	2011	M08	       17857	          
CES6500000006    	2011	M09	       17898	          
CES6500000006    	2011	M10	       17934	          
CES6500000006    	2011	M11	       17965	          
CES6500000006    	2011	M12	       18005	          
CES6500000006    	2012	M01	       18059	          
CES6500000006    	2012	M02	       18140	          
CES6500000006    	2012	M03	       18164	          
CES6500000006    	2012	M04	       18183	          
CES6500000006    	2012	M05	       18213	          
CES6500000006    	2012	M06	       18214	          
CES6500000006    	2012	M07	       18242	          
CES6500000006    	2012	M08	       18257	          
CES6500000006    	2012	M09	       18295	          
CES6500000006    	2012	M10	       18316	          
CES6500000006    	2012	M11	       18317	          
CES6500000006    	2012	M12	       18365	          
CES6500000006    	2013	M01	       18389	          
CES6500000006    	2013	M02	       18397	          
CES6500000006    	2013	M03	       18433	          
CES6500000006    	2013	M04	       18481	          
CES6500000006    	2013	M05	       18483	          
CES6500000006    	2013	M06	       18494	          
CES6500000006    	2013	M07	       18498	          
CES6500000006    	2013	M08	       18547	          
CES6500000006    	2013	M09	       18544	          
CES6500000006    	2013	M10	       18568	          
CES6500000006    	2013	M11	       18602	          
CES6500000006    	2013	M12	       18608	          
CES6500000006    	2014	M01	       18636	          
CES6500000006    	2014	M02	       18663	          
CES6500000006    	2014	M03	       18703	          
CES6500000006    	2014	M04	       18722	          
CES6500000006    	2014	M05	       18762	          
CES6500000006    	2014	M06	       18801	          
CES6500000006    	2014	M07	       18837	          
CES6500000006    	2014	M08	       18877	          
CES6500000006    	2014	M09	       18913	          
CES6500000006    	2014	M10	       18942	          
CES6500000006    	2014	M11	       18987	          
CES6500000006    	2014	M12	       19033	          
CES6500000006    	2015	M01	       19081	          
CES6500000006    	2015	M02	       19126	          
CES6500000006    	2015	M03	       19164	          
CES6500000006    	2015	M04	       19228	          
CES6500000006    	2015	M05	       19270	          
CES6500000006    	2015	M06	       19314	          
CES6500000006    	2015	M07	       19352	          
CES6500000006    	2015	M08	       19392	          
CES6500000006    	2015	M09	       19437	          
CES6500000006    	2015	M10	       19502	          
CES6500000006    	2015	M11	       19537	          
CES6500000006    	2015	M12	       19578	          
CES6500000006    	2016	M01	       19605	          
CES6500000006    	2016	M02	       19657	          
CES6500000006    	2016	M03	       19682	          
CES6500000006    	2016	M04	       19731	          
CES6500000006    	2016	M05	       19779	          
CES6500000006    	2016	M06	       19856	          
CES6500000006    	2016	M07	       19890	          
CES6500000006    	2016	M08	       19937	          
CES6500000006    	2016	M09	       19979	          
CES6500000006    	2016	M10	       20026	          
CES6500000006    	2016	M11	       20063	          
CES6500000006    	2016	M12	       20119	          
CES6500000006    	2017	M01	       20154	          
CES6500000006    	2017	M02	       20217	          
CES6500000006    	2017	M03	       20235	          
CES6500000006    	2017	M04	       20274	          
CES6500000006    	2017	M05	       20305	          
CES6500000006    	2017	M06	       20355	          
CES6500000006    	2017	M07	       20404	          
CES6500000006    	2017	M08	       20454	          
CES6500000006    	2017	M09	       20463	          
CES6500000006    	2017	M10	       20474	          
CES6500000006    	2017	M11	       20511	          
CES6500000006    	2017	M12	       20528	          
CES6500000006    	2018	M01	       20577	          
CES6500000006    	2018	M02	       20613	          
CES6500000006    	2018	M03	       20637	p
CES6500000006    	2018	M04	       20657	p
CES6500000010    	1964	M01	        2446	          
CES6500000010    	1964	M02	        2454	          
CES6500000010    	1964	M03	        2459	          
CES6500000010    	1964	M04	        2463	          
CES6500000010    	1964	M05	        2468	          
CES6500000010    	1964	M06	        2475	          
CES6500000010    	1964	M07	        2468	          
CES6500000010    	1964	M08	        2480	          
CES6500000010    	1964	M09	        2492	          
CES6500000010    	1964	M10	        2490	          
CES6500000010    	1964	M11	        2496	          
CES6500000010    	1964	M12	        2501	          
CES6500000010    	1965	M01	        2505	          
CES6500000010    	1965	M02	        2511	          
CES6500000010    	1965	M03	        2521	          
CES6500000010    	1965	M04	        2532	          
CES6500000010    	1965	M05	        2546	          
CES6500000010    	1965	M06	        2557	          
CES6500000010    	1965	M07	        2576	          
CES6500000010    	1965	M08	        2587	          
CES6500000010    	1965	M09	        2608	          
CES6500000010    	1965	M10	        2623	          
CES6500000010    	1965	M11	        2629	          
CES6500000010    	1965	M12	        2640	          
CES6500000010    	1966	M01	        2662	          
CES6500000010    	1966	M02	        2674	          
CES6500000010    	1966	M03	        2685	          
CES6500000010    	1966	M04	        2702	          
CES6500000010    	1966	M05	        2714	          
CES6500000010    	1966	M06	        2730	          
CES6500000010    	1966	M07	        2743	          
CES6500000010    	1966	M08	        2759	          
CES6500000010    	1966	M09	        2767	          
CES6500000010    	1966	M10	        2784	          
CES6500000010    	1966	M11	        2796	          
CES6500000010    	1966	M12	        2810	          
CES6500000010    	1967	M01	        2826	          
CES6500000010    	1967	M02	        2841	          
CES6500000010    	1967	M03	        2857	          
CES6500000010    	1967	M04	        2872	          
CES6500000010    	1967	M05	        2883	          
CES6500000010    	1967	M06	        2898	          
CES6500000010    	1967	M07	        2913	          
CES6500000010    	1967	M08	        2924	          
CES6500000010    	1967	M09	        2944	          
CES6500000010    	1967	M10	        2959	          
CES6500000010    	1967	M11	        2977	          
CES6500000010    	1967	M12	        2994	          
CES6500000010    	1968	M01	        3007	          
CES6500000010    	1968	M02	        3026	          
CES6500000010    	1968	M03	        3036	          
CES6500000010    	1968	M04	        3045	          
CES6500000010    	1968	M05	        3063	          
CES6500000010    	1968	M06	        3080	          
CES6500000010    	1968	M07	        3095	          
CES6500000010    	1968	M08	        3113	          
CES6500000010    	1968	M09	        3123	          
CES6500000010    	1968	M10	        3147	          
CES6500000010    	1968	M11	        3167	          
CES6500000010    	1968	M12	        3182	          
CES6500000010    	1969	M01	        3198	          
CES6500000010    	1969	M02	        3213	          
CES6500000010    	1969	M03	        3228	          
CES6500000010    	1969	M04	        3244	          
CES6500000010    	1969	M05	        3260	          
CES6500000010    	1969	M06	        3271	          
CES6500000010    	1969	M07	        3286	          
CES6500000010    	1969	M08	        3297	          
CES6500000010    	1969	M09	        3297	          
CES6500000010    	1969	M10	        3315	          
CES6500000010    	1969	M11	        3324	          
CES6500000010    	1969	M12	        3338	          
